15033	ょ	う
7484	て	い
6341	し	ょ
6117	っ	て
5998	ゅ	う
5875	し	て
5588	な	い
5389	か	い
5357	よ	う
5318	こ	う
5196	っ	た
5075	か	ん
5059	う	し
5009	し	た
4765	こ	と
4724	せ	い
4691	た	い
4319	じ	ょ
4239	す	。
4040	た	。
3950	す	る
3904	か	ら
3840	と	い
3804	い	し
3743	ま	す
3740	し	ゅ
3661	は	、
3632	ん	し
3497	で	す
3469	る	。
3448	ん	の
3443	き	ょ
3382	い	る
3352	い	の
3326	い	う
3299	う	に
3279	さ	い
3206	あ	る
3169	し	ん
3073	せ	ん
3055	ん	で
3028	と	う
2951	う	の
2930	い	た
2925	し	ゃ
2916	ん	が
2860	と	し
2859	ち	ょ
2854	ど	う
2752	う	か
2750	だ	い
2737	け	ん
2711	ん	と
2666	て	き
2610	い	か
2560	そ	う
2549	ん	に
2526	さ	ん
2486	が	、
2482	の	で
2456	い	て
2447	い	ま
2443	ん	か
2442	ほ	う
2322	の	か
2320	に	は
2318	が	い
2288	け	い
2229	い	と
2217	る	と
2195	い	。
2121	ん	だ
2090	い	ん
2086	も	の
2085	て	、
2076	い	に
2071	ん	じ
2050	ひ	と
2046	ぶ	ん
2045	う	じ
2043	ん	を
2041	じ	ゅ
2033	か	く
2033	に	な
2026	ら	い
2023	で	は
2016	げ	ん
2006	は	な
1996	く	し
1958	、	こ
1951	で	あ
1942	る	の
1935	な	か
1922	こ	の
1920	い	っ
1915	り	ょ
1914	の	し
1910	で	、
1889	の	は
1885	ょ	く
1877	ま	し
1874	の	こ
1857	い	で
1846	る	こ
1841	い	き
1838	う	が
1825	さ	れ
1821	う	い
1818	し	ま
1818	た	の
1815	う	な
1812	そ	の
1811	い	が
1800	う	で
1788	ほ	ん
1775	っ	と
1759	ん	な
1752	う	と
1736	う	き
1736	お	も
1724	き	に
1722	か	っ
1688	は	い
1672	う	こ
1662	り	ま
1652	で	き
1644	れ	て
1643	、	そ
1630	と	は
1623	が	あ
1616	こ	ん
1612	な	っ
1597	う	を
1579	ぜ	ん
1558	い	は
1537	て	ん
1531	あ	い
1528	い	さ
1528	い	ち
1506	は	ん
1504	お	ん
1490	と	お
1489	さ	く
1483	い	じ
1482	ん	は
1477	い	い
1449	に	か
1449	れ	る
1440	そ	れ
1431	い	な
1427	お	お
1421	し	か
1420	き	ゅ
1411	ね	ん
1398	し	、
1389	か	た
1387	と	が
1386	か	し
1385	で	も
1384	う	は
1373	い	を
1369	ざ	い
1354	う	。
1346	と	も
1346	な	ど
1332	た	し
1332	ん	き
1325	に	し
1321	う	せ
1321	て	も
1314	き	な
1306	と	に
1304	な	ん
1300	と	か
1300	め	い
1300	ん	せ
1295	く	な
1295	の	う
1292	く	に
1291	く	の
1289	え	ん
1281	り	、
1272	ち	ゅ
1269	き	ん
1268	ん	た
1260	う	ち
1259	あ	り
1248	、	し
1237	れ	た
1233	で	し
1231	も	う
1229	と	き
1226	う	り
1225	た	ん
1217	、	い
1217	こ	れ
1215	た	か
1211	ぎ	ょ
1209	し	い
1197	つ	か
1193	い	こ
1187	と	、
1183	こ	ろ
1180	う	さ
1179	う	す
1178	、	か
1178	だ	ん
1178	っ	く
1173	な	る
1170	と	こ
1164	ら	、
1159	す	が
1154	る	か
1145	と	の
1145	を	か
1141	だ	。
1139	き	た
1129	じ	ん
1126	を	し
1124	う	ほ
1121	ら	れ
1118	ん	こ
1117	か	な
1116	ん	て
1111	に	、
1098	に	ん
1096	つ	い
1092	。	そ
1087	ろ	う
1086	た	と
1085	に	お
1085	の	じ
1083	な	く
1078	だ	け
1077	い	く
1072	ま	で
1070	つ	き
1051	や	く
1044	た	り
1044	に	つ
1044	も	、
1043	い	け
1042	、	じ
1041	こ	く
1039	ゆ	う
1033	も	ん
1029	と	を
1023	ん	さ
1016	ん	ど
1013	い	せ
1012	が	く
1012	な	が
1012	れ	ば
1010	た	め
1006	の	だ
1004	の	よ
1003	う	け
998	、	あ
998	と	な
996	、	お
993	た	ら
989	。	こ
989	お	い
986	と	り
980	っ	か
977	も	い
972	に	も
968	ー	る
963	い	、
960	た	が
958	て	し
954	あ	っ
953	の	た
951	っ	し
949	の	き
942	、	と
938	い	す
935	き	の
933	の	と
933	ば	ん
930	ま	せ
920	く	り
916	も	っ
908	い	だ
908	な	ら
901	く	て
898	を	お
897	な	し
897	な	り
892	ら	な
890	た	く
888	に	あ
887	ま	っ
886	の	な
885	ん	、
884	い	よ
882	ま	え
881	た	ち
879	う	だ
879	ん	す
876	の	が
871	く	を
866	せ	つ
862	し	の
859	と	で
856	れ	ん
855	つ	の
854	ん	り
852	く	ら
852	の	お
844	を	つ
843	ば	い
842	の	あ
841	に	ゅ
840	た	だ
838	か	わ
834	か	の
834	ん	。
833	お	こ
829	ん	け
828	わ	れ
827	て	は
827	も	し
826	て	お
826	ひ	ょ
821	は	つ
819	て	く
816	な	の
814	だ	っ
809	の	せ
808	う	、
808	か	に
808	へ	ん
806	し	き
806	す	と
806	の	い
800	れ	い
796	に	よ
795	っ	こ
794	じ	つ
794	と	く
790	し	な
789	お	う
788	ゃ	く
786	い	も
783	く	さ
783	の	ひ
781	え	る
781	お	と
781	じ	ゃ
778	る	よ
777	お	き
776	く	せ
776	る	い
774	ま	た
772	な	に
771	あ	ん
771	き	る
771	も	と
770	、	き
770	か	り
767	ら	し
766	は	じ
763	え	い
759	く	だ
758	き	ま
758	く	と
752	に	た
752	に	ほ
752	め	ん
748	は	し
748	ん	い
746	せ	き
744	わ	た
742	ま	い
741	が	お
741	つ	よ
737	ち	ゃ
735	う	え
733	う	も
728	く	は
725	ち	が
723	お	く
723	く	す
722	い	わ
722	が	え
721	き	し
720	に	い
718	ど	の
715	け	っ
714	が	し
711	そ	ん
709	が	た
703	じ	っ
701	か	え
699	よ	り
697	。	し
697	り	か
695	た	こ
693	お	り
693	も	あ
692	つ	に
691	が	っ
690	わ	か
687	え	て
687	つ	う
683	は	か
682	の	さ
680	ら	ん
679	り	つ
677	こ	な
672	あ	た
672	う	ご
672	れ	は
671	、	ま
671	ん	ち
667	の	も
664	い	え
664	く	、
663	は	っ
661	ぼ	う
659	か	か
658	の	に
657	、	た
654	ー	と
653	は	あ
652	ね	。
650	い	り
649	あ	げ
649	す	か
647	ん	ご
643	の	ち
643	め	ー
639	っ	き
639	も	ち
636	き	か
634	か	つ
631	ー	ど
626	り	し
623	し	は
621	が	で
620	い	や
620	う	ぎ
620	が	か
619	ふ	く
618	か	、
614	ぞ	く
612	ば	、
611	ん	ぐ
609	け	で
608	ひ	ん
607	か	れ
607	た	ー
607	を	も
605	く	が
602	、	さ
601	じ	か
600	い	ろ
599	う	た
598	う	ん
598	つ	く
597	か	ー
597	わ	ら
596	ゅ	ん
595	だ	し
594	さ	ま
594	と	と
591	ご	う
591	は	こ
590	ん	ば
589	を	み
587	り	ー
585	う	よ
583	ろ	ん
582	わ	お
575	、	な
575	な	じ
574	い	ど
574	じ	ぶ
574	の	り
573	し	つ
572	け	ど
572	れ	な
570	す	い
569	を	は
568	に	と
566	く	る
566	れ	ま
565	い	お
564	そ	く
563	で	い
563	め	に
562	ど	、
560	て	る
559	し	く
559	ら	く
559	る	し
558	が	ら
558	し	に
557	け	る
557	で	ん
556	め	て
555	こ	こ
554	り	に
553	い	ひ
553	の	ほ
552	ん	も
551	く	れ
550	か	も
549	は	お
548	き	を
545	き	が
543	ま	ん
542	、	ち
542	っ	ぱ
542	て	ぃ
541	う	ど
536	ー	す
535	ま	り
534	り	の
533	に	ち
532	の	け
532	ー	じ
529	が	な
529	ど	も
529	に	す
529	ゅ	つ
524	が	わ
524	く	い
524	く	で
523	る	が
521	ら	の
519	し	あ
519	だ	さ
519	つ	し
518	み	ん
517	の	ま
515	ぞ	う
514	に	き
514	わ	り
513	く	か
513	の	み
512	け	て
511	だ	ろ
510	た	ま
510	り	あ
508	う	ひ
508	ば	あ
507	き	て
504	を	い
504	ん	ざ
503	す	う
502	ひ	つ
501	り	ゅ
501	ー	む
498	、	は
498	か	。
496	い	つ
496	う	て
496	れ	が
495	、	ど
495	つ	も
492	く	じ
489	か	け
489	は	た
488	め	る
487	だ	か
486	を	あ
485	う	そ
485	か	が
485	だ	と
484	か	と
484	よ	い
483	ち	の
481	を	た
480	う	や
480	を	さ
479	つ	を
479	み	な
478	き	、
478	わ	け
477	。	い
477	く	ち
476	じ	め
475	と	っ
474	、	せ
474	よ	く
473	か	で
473	て	の
473	に	こ
472	い	れ
472	う	ま
470	ん	げ
469	て	み
468	る	た
466	け	つ
464	を	う
463	、	ひ
463	み	た
462	き	は
462	を	と
461	う	ぶ
461	ん	や
460	た	、
457	が	き
456	い	ぶ
454	お	し
454	そ	し
452	、	す
452	を	き
451	ろ	く
450	っ	ぷ
446	や	っ
446	ー	の
445	つ	け
445	や	ま
443	き	で
442	つ	は
441	。	ま
441	っ	ち
440	た	っ
440	る	ひ
438	が	つ
438	ゅ	ー
437	き	ゃ
437	る	に
436	お	か
436	ち	か
436	ゃ	ん
434	い	ふ
434	な	こ
433	た	も
433	も	な
431	す	く
431	す	の
431	ら	か
428	、	ほ
428	な	お
424	ん	ぶ
423	た	は
423	を	こ
422	。	た
421	け	れ
420	こ	し
419	ち	い
418	て	か
418	ー	た
417	じ	し
416	ね	っ
416	も	か
415	が	は
414	ゃ	の
414	り	す
413	り	っ
412	だ	が
412	る	も
410	し	し
410	ふ	と
409	ん	ま
408	ち	に
407	そ	こ
407	の	す
406	で	か
406	へ	い
404	が	す
403	つ	な
403	と	つ
402	と	め
402	も	お
401	ん	そ
400	の	ば
399	。	あ
398	い	ら
395	た	え
395	の	ふ
394	す	こ
393	と	ば
392	、	ふ
392	つ	ま
391	た	た
391	は	ま
390	お	な
390	ぱ	ん
390	ん	ぱ
389	し	を
389	せ	る
388	く	わ
388	や	す
387	し	よ
387	ふ	ぁ
387	ぼ	く
386	し	が
386	の	て
386	を	す
385	く	み
385	ろ	い
384	え	ば
384	ょ	っ
384	ら	に
384	り	と
383	せ	っ
382	た	に
381	ほ	ど
381	る	な
380	い	あ
380	す	よ
380	つ	ぎ
378	で	お
375	る	ま
374	あ	ら
374	ど	を
372	は	や
371	う	つ
371	さ	ー
371	っ	け
371	つ	が
370	な	さ
370	は	そ
370	ひ	ろ
369	、	も
369	、	わ
369	か	る
368	ま	ち
367	。	と
366	ご	と
366	も	く
366	り	て
365	、	に
365	う	め
365	わ	せ
364	え	き
364	し	ろ
364	て	つ
363	し	っ
362	う	わ
362	け	ー
362	ん	ぜ
361	。	お
361	す	て
361	は	き
361	ま	だ
361	ら	っ
361	り	が
360	ど	く
360	ん	め
359	え	た
359	さ	せ
358	あ	れ
358	る	は
357	つ	づ
357	べ	て
356	、	け
356	か	を
356	れ	を
355	が	ひ
354	、	よ
354	お	れ
353	に	じ
353	の	そ
352	ど	こ
352	に	く
352	り	よ
351	え	に
351	が	と
351	み	て
351	ら	は
350	は	ち
348	。	か
348	と	す
348	れ	に
347	あ	つ
347	み	が
346	す	べ
346	ほ	し
345	り	ん
344	と	だ
343	ゃ	な
343	を	ふ
342	っ	さ
342	つ	め
342	め	た
342	を	く
341	い	ば
341	し	ら
341	れ	ー
340	、	み
340	で	の
340	ま	の
340	み	に
339	。	じ
339	う	お
338	が	う
338	ば	ー
338	ぷ	ろ
336	す	ね
336	め	、
335	し	れ
335	わ	る
334	ん	ら
333	ん	お
332	す	た
332	と	ら
332	ぶ	つ
332	ん	え
331	か	お
331	の	え
331	ま	つ
330	ょ	ん
330	り	を
329	し	す
328	う	ふ
328	お	さ
328	く	こ
328	よ	っ
328	ー	か
327	せ	て
327	と	。
327	な	け
327	べ	つ
327	よ	る
327	る	だ
326	む	か
325	こ	え
325	て	こ
325	の	わ
325	わ	い
324	き	じ
324	こ	ど
322	を	ひ
321	が	こ
321	さ	か
321	て	ま
320	で	ぃ
320	ま	れ
320	る	で
320	れ	で
319	し	ー
318	の	を
317	い	ぎ
317	い	み
317	き	い
316	い	そ
316	う	ら
316	ぐ	ら
316	じ	て
315	た	よ
315	ま	う
314	う	れ
314	ょ	さ
313	お	よ
313	さ	き
313	て	な
313	も	じ
312	、	だ
312	こ	っ
312	り	で
311	え	ら
311	め	の
311	ん	よ
310	え	の
310	こ	ー
309	い	ず
309	う	げ
309	し	さ
306	あ	し
305	こ	で
305	な	も
305	の	め
304	た	け
304	ど	に
303	く	お
303	し	で
303	て	あ
302	い	ご
302	け	た
302	じ	の
302	ま	ま
302	み	つ
301	う	み
301	え	な
300	が	み
300	さ	つ
300	さ	ら
300	に	さ
300	ま	に
300	れ	、
299	、	つ
299	じ	ま
299	ん	ね
298	と	ま
298	は	は
297	さ	っ
297	せ	か
297	る	を
296	く	ひ
296	ま	る
296	ろ	し
295	つ	で
294	あ	ま
294	た	び
294	る	じ
294	ん	く
293	べ	ん
293	ん	ぎ
292	あ	さ
292	が	ん
292	き	せ
292	ず	か
292	ふ	た
291	る	き
290	し	ち
290	と	ん
290	は	ど
289	す	き
289	っ	せ
289	に	の
289	は	と
288	き	も
288	て	た
287	。	な
287	す	れ
286	い	ほ
286	お	や
286	き	り
286	づ	け
285	は	ら
284	し	め
284	と	た
284	る	さ
283	あ	き
283	も	ら
283	れ	か
282	か	う
282	じ	に
282	ば	か
282	る	ん
281	い	め
281	つ	げ
281	な	わ
281	み	る
280	ば	し
279	ち	を
279	に	ひ
279	る	ー
278	え	、
278	す	す
278	ら	す
277	た	な
277	に	て
276	あ	く
276	い	ざ
276	き	さ
276	じ	た
276	ず	、
276	た	べ
276	も	た
276	れ	の
275	は	さ
275	り	も
274	あ	わ
274	う	ろ
274	な	き
273	つ	と
273	ー	に
272	か	さ
272	こ	ま
272	じ	だ
272	で	な
272	に	ふ
272	の	く
272	む	し
271	か	み
271	ん	ぷ
271	ん	わ
270	た	つ
270	り	は
269	ょ	に
268	わ	っ
268	を	じ
267	く	つ
267	べ	る
267	わ	だ
266	、	や
266	が	じ
266	こ	み
266	ば	な
266	や	し
264	。	さ
264	ぎ	の
264	そ	ふ
264	で	て
264	に	せ
264	ー	を
263	か	せ
263	か	は
263	で	に
263	と	さ
262	ど	ら
262	な	う
262	れ	も
262	を	ま
261	っ	ぽ
261	と	れ
261	は	ず
261	ー	く
260	く	け
260	け	な
260	も	に
259	す	で
259	で	こ
259	と	よ
259	と	る
259	へ	の
258	ご	く
258	ご	し
258	し	り
258	で	た
257	く	も
257	こ	に
257	し	も
257	ぱ	い
257	み	の
257	ゃ	か
257	ら	ず
256	き	と
256	と	ち
256	み	を
256	も	つ
256	も	わ
255	、	う
255	は	す
254	き	き
254	と	え
254	ゅ	り
254	れ	ら
253	く	。
253	げ	ー
253	た	じ
253	ょ	し
253	よ	ろ
252	が	さ
252	ぐ	る
252	ち	じ
252	な	み
252	ま	な
252	よ	。
251	に	み
251	ろ	が
250	て	に
250	り	な
250	ー	が
249	。	。
249	し	と
249	す	ぎ
249	は	も
249	ま	と
249	ら	で
249	わ	ー
249	ん	れ
248	く	ん
248	げ	き
248	ぶ	る
248	ゃ	が
248	ろ	ー
247	と	ど
247	に	ま
246	、	て
246	き	っ
246	ま	じ
246	ゃ	に
246	よ	び
245	た	ば
244	し	こ
244	な	た
244	に	そ
244	ま	さ
244	を	よ
243	だ	れ
243	み	ず
242	あ	の
242	ど	ん
242	る	ば
241	え	で
241	く	た
241	て	む
241	ど	で
241	も	よ
240	く	っ
240	く	ろ
240	さ	し
240	の	ぶ
240	る	く
239	あ	と
239	あ	な
239	げ	ま
239	る	け
238	さ	が
238	の	ど
238	も	り
238	ょ	り
238	ろ	で
237	じ	さ
236	じ	こ
236	じ	を
236	に	っ
235	い	へ
235	が	ふ
235	ど	は
235	や	か
234	だ	め
234	は	ひ
233	う	ば
233	ち	で
233	ま	わ
233	よ	ん
232	き	だ
232	ち	ん
232	と	あ
231	の	の
231	ー	し
230	え	を
230	じ	け
230	ね	が
229	し	ご
229	の	つ
229	や	、
228	、	げ
228	じ	で
228	れ	す
228	ん	ほ
227	あ	か
227	す	ご
227	な	と
227	に	で
227	み	せ
227	ら	だ
226	の	れ
226	わ	く
225	。	も
225	あ	が
225	た	を
224	ら	う
223	。	き
223	う	ね
223	か	き
223	ど	が
222	か	こ
222	ふ	り
222	み	と
222	り	た
222	る	、
221	。	だ
221	。	ち
221	ち	ば
221	め	ら
221	ら	た
220	の	げ
220	り	だ
220	を	せ
219	ほ	か
219	ー	び
218	く	き
218	す	け
218	た	で
218	ど	き
218	ゅ	っ
217	が	の
217	と	わ
217	ま	ず
216	う	へ
216	は	ふ
216	は	り
216	ろ	の
216	ー	ん
215	が	よ
215	く	ぶ
215	く	ま
215	し	じ
215	し	だ
215	に	う
